X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.538465700231711,-33.450541100091527,1014,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131130234,LARRAIN, , ,9100,- LARRAIN,9100 LARRAIN,0,0,0,0
-70.538153626488509,-33.423725841973869,1015,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140920,PADRE HURTADO SUR,131140015,ALEJANDRO FLEMING, ,ALEJANDRO FLEMING - PADRE HURTADO SUR,PADRE HURTADO SUR @ ALE
-70.537788328168631,-33.420718043202974,1016,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140920,PADRE HURTADO SUR,131140935,PATRICIA, ,PADRE HURTADO SUR - PATRICIA,PADRE HURTADO SUR @ PATRICIA,0,0,0,1
-70.53722989954008,-33.407658228744076,1017,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140492,GRAL BLANCHE,131140936,PAUL HARRIS, ,GRAL BLANCHE - PAUL HARRIS,GRAL BLANCHE @ PAUL HARRIS,0,0,0,1
-70.53699180043111,-33.41626229996502,1018,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140288,CRISTOBAL COLON, , ,9009,- CRISTOBAL COLON,9009 CRISTOBAL COLON,0,0,0,2
-70.536881700030278,-33.381089499980312,1019,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320558,TABANCURA, , ,1404,- TABANCURA,1404 TABANCURA,0,1,0,1
-70.536606899588605,-33.384418600437932,1020,2,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320478,PDTE KENNEDY, , ,10050,- PDTE KENNEDY,10050 PDTE KENNEDY,0,1,0,1
-70.535583382966593,-33.41185407420604,1021,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131141059,RIO GUADIANA,131140936,PAUL HARRIS, ,PAUL HARRIS - RIO GUADIANA,RIO GUADIANA @ PAUL HARRIS,0,1,0,0
-70.53558217247911,-33.420719269878234,1022,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140935,PATRICIA,131140773,LOS VILOS, ,LOS VILOS - PATRICIA,PATRICIA @ LOS VILOS,0,1,0,0
-70.535142199852487,-33.477267499795147,1023,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131220495,GRECIA, , ,9600,- GRECIA,9600 GRECIA,0,1,0,0
-70.534948567722097,-33.472980007121471,1024,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220663,LAS PALMERAS,131221200,QUEB DE VITOR, ,LAS PALMERAS - QUEB DE VITOR,LAS PALMERAS @ QUEB DE VITOR,0,0,0,1
-70.534628943270945,-33.441871690426005,1025,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131130383,PRINCIPE DE GALES, , ,9140,- PRINCIPE DE GALES,9140 PRINCIPE DE GALES,0,1,0,0
-70.534520100122393,-33.423846299866689,1026,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140015,ALEJANDRO FLEMING, , ,9139,- ALEJANDRO FLEMING,9139 ALEJANDRO FLEMING,1,0,0,0
-70.53448712198292,-33.477812206567947,1027,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220495,GRECIA,131220669,LAS PERDICES, ,GRECIA - LAS PERDICES,GRECIA @ LAS PERDICES,0,1,0,0
-70.533984016049374,-33.416176530722161,1028,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140288,CRISTOBAL COLON,131140936,PAUL HARRIS, ,CRISTOBAL COLON - PAUL HARRIS,CRISTOBAL COLON @ PAUL HARRIS,0,0,0,0
-70.533668899899681,-33.602035999661496,1029,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132011048,EYZAGUIRRE, , ,4760,- EYZAGUIRRE,4760 EYZAGUIRRE,0,0,0,1
-70.533653400084177,-33.45807699975358,1030,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131130412,QUILLAGUA, , ,622,- QUILLAGUA,622 QUILLAGUA,0,0,0,0
-70.533160479872095,-33.454415158232784,1031,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131130412,QUILLAGUA,131130404,PSJE 5, ,PSJE 5 - QUILLAGUA,QUILLAGUA @ PSJE 5,0,0,0,1
-70.532544547692567,-33.419584438770713,1032,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140935,PATRICIA,131140936,PAUL HARRIS, ,PATRICIA - PAUL HARRIS,PATRICIA @ PAUL HARRIS,0,0,1,0
-70.532210309258232,-33.354814197517037,1033,3,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131150711,STA BLANCA,131150427,JOSE ALCALDE DELANO, ,JOSE ALCALDE DELANO - STA BLANCA,STA BLANCA @ JOSE ALCALDE DELAN
-70.531882924557181,-33.386812126278478,1034,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140936,PAUL HARRIS,131141064,RIO MAULE, ,PAUL HARRIS - RIO MAULE,PAUL HARRIS @ RIO MAULE,0,0,0,1
-70.531442600295634,-33.452195799596339,1035,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131130234,LARRAIN, , ,9750,- LARRAIN,9750 LARRAIN,0,0,0,1
-70.531179171781218,-33.465532111517568,1036,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220362,DIAG LAS TORRES,131220527,JOSE ARRIETA, ,DIAG LAS TORRES - JOSE ARRIETA,DIAG LAS TORRES @ JOSE ARRIETA,0,0,0,1
-70.530181200401898,-33.38393530027372,1037,2,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140699,LO FONTECILLA, , ,450,- LO FONTECILLA,450 LO FONTECILLA,0,0,0,2
-70.530139119324758,-33.421435874865566,1038,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140936,PAUL HARRIS,131141097,ROSITA, ,PAUL HARRIS - ROSITA,PAUL HARRIS @ ROSITA,0,0,1,1
-70.529836026211512,-33.468187017216913,1039,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220361,DIAG LAS TORRES,131220680,LAS VERTIENTES, ,DIAG LAS TORRES - LAS VERTIENTES,DIAG LAS TORRES @ LAS VERTIENTES,0
-70.529547492222832,-33.416474218010592,1040,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140614,LA QUEBRADA,131141256,VITAL APOQUINDO, ,LA QUEBRADA - VITAL APOQUINDO,LA QUEBRADA @ VITAL APOQUINDO,0,0,0,1
-70.526743321546917,-33.474562590890677,1041,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220361,DIAG LAS TORRES,131220711,LOS BAQUEANOS, ,DIAG LAS TORRES - LOS BAQUEANOS,DIAG LAS TORRES @ LOS BAQUEANOS,0,0,
-70.525734041192891,-33.376264001382417,1042,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140645,LAS CONDES,131141109,SAN DAMIAN, ,LAS CONDES - SAN DAMIAN,LAS CONDES @ SAN DAMIAN,0,1,0,0
-70.525206131957248,-33.477743869783573,1043,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220361,DIAG LAS TORRES,131220049,ALVARO CASANOVA, ,ALVARO CASANOVA - DIAG LAS TORRES,DIAG LAS TORRES @ ALVARO CASANOVA,
-70.523467899823572,-33.374995200068277,1044,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320321,LAS CONDES, , ,11800,- LAS CONDES,11800 LAS CONDES,0,0,0,1
-70.522410299795354,-33.38861330016352,1045,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140655,LAS LAVANDULAS, , ,10720,- LAS LAVANDULAS,10720 LAS LAVANDULAS,0,0,0,0
-70.522125190425072,-33.381144170666815,1046,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131141109,SAN DAMIAN,131140936,PAUL HARRIS, ,PAUL HARRIS - SAN DAMIAN,SAN DAMIAN @ PAUL HARRIS,0,1,0,0
-70.521905990568882,-33.345651461145863,1047,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150442,LA DEHESA,131150243,CERRO SIERRA BELLA, ,CERRO SIERRA BELLA - LA DEHESA,LA DEHESA @ CERRO SIERRA BELLA,0,1,0,
-70.521413500232711,-33.34334560031904,1048,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150442,LA DEHESA, , ,3105,- LA DEHESA,3105 LA DEHESA,0,0,0,1
-70.520404299918368,-33.45210250032995,1049,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,2,TRAMO DE VIA CURVA HORIZONTAL,131130018,ALVARO CASANOVA, , ,219,- ALVARO CASANOVA,219 ALVARO CASANOVA,0,0,0,1
-70.520393699609372,-33.374301300264634,1050,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140645,LAS CONDES, , ,12167,- LAS CONDES,12167 LAS CONDES,0,1,0,0
-70.51980332256511,-33.330375180270224,1051,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150442,LA DEHESA,131150042,BERNA, ,BERNA - LA DEHESA,LA DEHESA @ BERNA,0,0,0,1
-70.519229998465505,-33.326734439542584,1052,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150442,LA DEHESA,131150611,PIE ANDINO, ,LA DEHESA - PIE ANDINO,LA DEHESA @ PIE ANDINO,0,0,0,1
-70.519183704963837,-33.395137476912844,1053,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140168,CAMINO OTONAL,131140160,CAMINO LAS FLORES, ,CAMINO LAS FLORES - CAMINO OTONAL,CAMINO OTONAL @ CAMINO LAS FLORES,0,0,0,1
-70.518126599562777,-33.352152299588809,1054,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131150442,LA DEHESA, , ,2035,- LA DEHESA,2035 LA DEHESA,0,0,0,1
-70.517638257799206,-33.37271722002351,1055,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320533,SAN FRANCISCO DE ASIS,131320321,LAS CONDES, ,LAS CONDES - SAN FRANCISCO DE ASIS,SAN FRANCISCO DE ASIS @ LAS CONDES,0,0,0,2
-70.517471746523711,-33.373391080234008,1056,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140898,NVA LAS CONDES, , ,12277,- NVA LAS CONDES,12277 NVA LAS CONDES,0,1,0,0
-70.517441229828762,-33.356860270285104,1057,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150442,LA DEHESA,131150035,ALBERTO LE BLANC, ,ALBERTO LE BLANC - LA DEHESA,LA DEHESA @ ALBERTO LE BLANC,0,0,1,0
-70.516125861619059,-33.352390437368626,1058,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150376,EL RODEO,131150322,EL ESPINO, ,EL ESPINO - EL RODEO,EL RODEO @ EL ESPINO,0,1,0,0
-70.514964999634856,-33.362881000257808,1059,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,25,PLAZA DE PEAJE,131150442,LA DEHESA, , ,457,- LA DEHESA,457 LA DEHESA,0,0,0,1
-70.5145805232724,-33.37761216516914,1060,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131141110,SAN FRANCISCO DE ASIS,131140156,CAMINO LA POSADA, ,CAMINO LA POSADA - SAN FRANCISCO DE ASIS,SAN FRANCISCO DE ASIS @ CAMINO LA
-70.513863699749777,-33.361789899584053,1061,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131150657,ROBLES, , ,1344,- ROBLES,1344 ROBLES,0,0,1,0
-70.51337669977471,-33.402871999942718,1062,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140492,GRAL BLANCHE, , ,12455,- GRAL BLANCHE,12455 GRAL BLANCHE,0,0,0,2
-70.512442990351587,-33.381061122772472,1063,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140249,CHARLES HAMILTON,131141110,SAN FRANCISCO DE ASIS, ,CHARLES HAMILTON - SAN FRANCISCO DE ASIS,CHARLES HAMILTON @ SAN FRANCIS
-70.510280482358212,-33.351505784164445,1064,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150583,PADRE ALFREDO ARTEAGA BARROS,131150376,EL RODEO, ,EL RODEO - PADRE ALFREDO ARTEAGA BARROS,PADRE ALFREDO ARTEAGA BARROS @
-70.509864214062077,-33.358633292692176,1065,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150583,PADRE ALFREDO ARTEAGA BARROS,131150023,4 VIENTOS, ,4 VIENTOS - PADRE ALFREDO ARTEAGA BARROS,PADRE ALFREDO ART
-70.508608113873208,-33.370271166580878,1066,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150489,LAS CONDES,131150296,DAVID BENGURION, ,DAVID BENGURION - LAS CONDES,LAS CONDES @ DAVID BENGURION,0,0,0,0
-70.508490999659728,-33.362524889411979,1067,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,RURAL,11,CRUCE CON SEMAFORO FUNCIONANDO,131150649,RAUL LABBE,131150583,PADRE ALFREDO ARTEAGA BARROS, ,PADRE ALFREDO ARTEAGA BARROS - RAUL LABBE,RAUL LABBE @ P
-70.507947908069355,-33.370192052321222,1068,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,12,CRUCE CON SEMAFORO APAGADO,131140437,FERNANDEZ CONCHA,131140645,LAS CONDES, ,FERNANDEZ CONCHA - LAS CONDES,FERNANDEZ CONCHA @ LAS CONDES,0,0,0,2
-70.507559635668485,-33.37512251709034,1069,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140156,CAMINO LA POSADA,131140466,FRAY MONTALVA, ,CAMINO LA POSADA - FRAY MONTALVA,CAMINO LA POSADA @ FRAY MONTALVA,0
-70.507153348048405,-33.356144415332331,1070,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150510,LO BARNECHEA,131150552,MAIRA, ,LO BARNECHEA - MAIRA,LO BARNECHEA @ MAIRA,0,0,0,2
-70.506618381832709,-33.391447716838506,1071,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131141042,REP DE HONDURAS,131141105,SAN CARLOS DE APOQUINDO, ,REP DE HONDURAS - SAN CARLOS DE APOQUINDO,REP DE HONDURAS
-70.50619364731881,-33.358850995177129,1072,2,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150510,LO BARNECHEA,131150531,LOS PATOS, ,LO BARNECHEA - LOS PATOS,LO BARNECHEA @ LOS PATOS,0,0,0,2
-70.504109400128584,-33.345785100401876,1073,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150079,CAMINO DE LA LAGUNA, , ,13985,- CAMINO DE LA LAGUNA,13985 CAMINO DE LA LAGUNA,0,0,0,1
-70.502925211529146,-33.357872102015726,1074,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150542,LOS QUINCHEROS,131150016,3 ORIENTE, ,3 ORIENTE - LOS QUINCHEROS,LOS QUINCHEROS @ 3 ORIENTE,0,0,0,1
-70.495664451353207,-33.364754936490975,1075,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131150665,SAN ENRIQUE,131150489,LAS CONDES, ,LAS CONDES - SAN ENRIQUE,SAN ENRIQUE @ LAS CONDES,0,2,0,0
-70.493996667611952,-33.36371892019185,1076,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150489,LAS CONDES, , ,14891,- LAS CONDES,14891 LAS CONDES,0,1,0,0
-70.493984890989793,-33.363636138496808,1077,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131150606,PASTOR FERNANDEZ,131150489,LAS CONDES, ,LAS CONDES - PASTOR FERNANDEZ,PASTOR FERNANDEZ @ LAS CONDES,0,0,0,1
-70.493180343997551,-33.363797602776977,1078,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131150665,SAN ENRIQUE,131150606,PASTOR FERNANDEZ, ,PASTOR FERNANDEZ - SAN ENRIQUE,SAN ENRIQUE @ PASTOR FERNANDEZ,1,0,0,0
-70.61582420002668,-33.490624100421719,1079,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131180152,ESC AGRICOLA, , ,1710,- ESC AGRICOLA,1710 ESC AGRICOLA,0,1,0,0
-70.702522900311465,-33.441987168772648,1080,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010635,STO DOMINGO,131260334,RADAL, ,RADAL - STO DOMINGO,STO DOMINGO @ RADAL,0,0,0,3
-70.615535905257673,-33.439413818093115,1081,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230367,MANUEL MONTT,131230205,FRANCISCO BILBAO, ,FRANCISCO BILBAO - MANUEL MONTT,MANUEL MONTT @ FRANCISCO BILBAO,0,
-70.702491912371727,-33.440229047232606,1082,2,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260334,RADAL,131260354,SAN PABLO, ,RADAL - SAN PABLO,RADAL @ SAN PABLO,0,1,1,0
-70.615424992769022,-33.501088236732585,1083,2,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290086,CAP PRAT,131290637,VICUNA MACKENNA PONIENTE, ,CAP PRAT - VICUNA MACKENNA PONIENTE,CAP PRAT @ VICUNA MACKENNA
-70.701808448301108,-33.420791452163662,1084,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL,131260334,RADAL, ,CARRASCAL - RADAL,CARRASCAL @ RADAL,0,0,0,1
-70.615305400024056,-33.393830699926696,1085,1,HUECHURABA,2016,1,13107,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131070064,DEL VALLE, , ,650,- DEL VALLE,650 DEL VALLE,0,1,0,0
-70.701454100126455,-33.211315299761125,1086,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010583,MARCOS GOICOLEA, , ,330,- MARCOS GOICOLEA,330 MARCOS GOICOLEA,0,0,0,1
-70.61500663894509,-33.461667456687607,1087,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200256,GRECIA,131200463,MARATHON, ,GRECIA - MARATHON,GRECIA @ MARATHON,0,0,0,1
-70.701301477980678,-33.428939223566161,1088,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260231,MAPOCHO, , ,4271,- MAPOCHO,4271 MAPOCHO,0,0,0,1
-70.614726618838233,-33.425621099334137,1089,6,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,PROVIDENCIA,131230286,LA CONCEPCION, ,LA CONCEPCION - PROVIDENCIA,PROVIDENCIA @ LA CONCEPCION,0,2,0,6
-70.701286213787569,-33.428942200322119,1090,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260231,MAPOCHO, , ,3909,- MAPOCHO,3909 MAPOCHO,1,0,0,0
-70.614177635789133,-33.425095127238194,1091,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,PROVIDENCIA,131230371,MARCHANT PEREIRA, ,MARCHANT PEREIRA - PROVIDENCIA,PROVIDENCIA @ MARCHANT PEREIRA,0,1,0
-70.614165010206875,-33.421905000814995,1092,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230417,PEDRO DE VALDIVIA,131230035,ANDRES BELLO, ,ANDRES BELLO - PEDRO DE VALDIVIA,PEDRO DE VALDIVIA @ ANDRES BELLO
-70.614119876830671,-33.470663922801634,1093,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200265,GUILLERMO MANN,131200463,MARATHON, ,GUILLERMO MANN - MARATHON,GUILLERMO MANN @ MARATHON,0,1,0,2
-70.614070640747343,-33.507710019601582,1094,2,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131290636,VICUNA MACKENNA,131290160,DEPARTAMENTAL, ,DEPARTAMENTAL - VICUNA MACKENNA,VICUNA MACKENNA @ DEPARTAMENTAL,0,1,0,0
-70.614027625274559,-33.453139344904692,1095,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200285,IRARRAZAVAL,131200157,DOMINGO FAUSTINO SARMIENTO, ,DOMINGO FAUSTINO SARMIENTO - IRARRAZAVAL,IRARRAZAVAL @ DOMINGO 
-70.613896147089349,-33.446824981787302,1096,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230367,MANUEL MONTT,131230137,DIAG ORIENTE, ,DIAG ORIENTE - MANUEL MONTT,MANUEL MONTT @ DIAG ORIENTE,0,0,0,2
-70.613734699896327,-33.507142100427409,1097,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131180549,VICUNA MACKENNA, , ,5476,- VICUNA MACKENNA,5476 VICUNA MACKENNA,0,0,1,0
-70.613332345011543,-33.526490614050445,1098,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131110366,LINARES,131110141,CANETE, ,CANETE - LINARES,LINARES @ CANETE,0,0,0,1
-70.613327754871818,-33.478401549391833,1099,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131180341,MARATHON,131180188,JOSE ANANIAS, ,JOSE ANANIAS - MARATHON,MARATHON @ JOSE ANANIAS,0,0,0,0
-70.613299119558576,-33.552012527456029,1100,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131101014,JORGE CISTERNAS LEMA,131100164,BAHIA CATALINA, ,BAHIA CATALINA - JORGE CISTERNAS LEMA,JORGE CISTERNAS LEMA @ BAHIA CATALIN
-70.613205315772575,-33.616894183019959,1101,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011346,JUANITA,132011049,EYZAGUIRRE, ,EYZAGUIRRE - JUANITA,JUANITA @ EYZAGUIRRE,0,1,1,1
-70.612880808902048,-33.421316307301602,1102,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230035,ANDRES BELLO,131230308,LAS URBINAS, ,ANDRES BELLO - LAS URBINAS,ANDRES BELLO @ LAS URBINAS,0,1,0,0
-70.612860299862803,-33.474784600229,1103,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131180504,RODRIGO DE ARAYA, , ,1901,- RODRIGO DE ARAYA,1901 RODRIGO DE ARAYA,0,0,0,1
-70.61273779960959,-33.554020100247286,1104,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131110176,CORONEL, , ,10521,- CORONEL,10521 CORONEL,0,0,0,1
-70.612717317549993,-33.554067240010966,1105,3,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110592,SAN JOSE DE LA ESTRELLA,131110108,BAHIA CATALINA, ,BAHIA CATALINA - SAN JOSE DE LA ESTRELLA,SAN JOSE DE LA EST
-70.612694751761239,-33.621201335772874,1106,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132011346,JUANITA,132012620,SGTO MENADIER, ,JUANITA - SGTO MENADIER,JUANITA @ SGTO MENADIER,0,0,0,1
