X,Y,FID,ICOUNT,Año,Cód_Comuna,Comuna,Cód_Región,Región,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.646203355400473,-33.45893555193414,983,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CHILOE,MANUEL ANTONIO MATTA,0,CHILOE / MANUEL ANTONIO MATTA,0,0,0,1,1
-70.646076595058787,-33.460942711037262,984,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MARINA DE GAETE,CHILOE,0,MARINA DE GAETE / CHILOE,0,0,0,1,1
-70.643977365163209,-33.453297888186981,985,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,10 DE JULIO HUAMACHUCO,SANTA ROSA,0,10 DE JULIO HUAMACHUCO / SANTA ROSA,0,0,0,1,1
-70.643424493445593,-33.457141380170526,986,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTA ROSA,PORVENIR,0,SANTA ROSA / PORVENIR,0,0,0,1,1
-70.643268594170252,-33.458351079838408,987,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTA ROSA,MANUEL ANTONIO MATTA,0,SANTA ROSA / MANUEL ANTONIO MATTA,0,0,0,1,1
-70.643066308763082,-33.453120808978106,988,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,10 DE JULIO HUAMACHUCO,EMILIANO FIGUEROA,0,10 DE JULIO HUAMACHUCO / EMILIANO FIGUEROA,0,0,0,1,1
-70.6408924468289,-33.457827785024215,989,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MANUEL ANTONIO MATTA,SAN ISIDRO,0,MANUEL ANTONIO MATTA / SAN ISIDRO,0,0,0,2,1
-70.640507246512186,-33.453828846124289,990,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARMEN,COPIAPO,0,CARMEN / COPIAPO,0,0,0,1,1
-70.640173161861867,-33.455118582756384,991,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARMEN,COQUIMBO,0,CARMEN / COQUIMBO,0,0,0,1,1
-70.639528254425386,-33.457542869008151,992,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARMEN,MANUEL ANTONIO MATTA,0,CARMEN / MANUEL ANTONIO MATTA,0,0,0,1,1
-70.638708750808178,-33.460658149354074,993,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARMEN,SANTA ELVIRA,0,CARMEN / SANTA ELVIRA,0,0,0,1,1
-70.637726886286714,-33.453434820760322,994,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,COPIAPO,LIRA,0,COPIAPO / LIRA,0,0,0,2,1
-70.637659450623119,-33.46459495769107,995,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARMEN,PEDRO LAGOS,0,CARMEN / PEDRO LAGOS,0,0,0,2,1
-70.632859422624222,-33.453324412791339,996,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SAN CAMILO, ,866,SAN CAMILO 866,0,0,0,2,1
-70.631096617414926,-33.461784787637789,997,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PADRE ORELLANA, ,1434,PADRE ORELLANA 1434,0,0,0,1,1
-70.63031172240801,-33.454438289695247,998,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,VICUNA MACKENNA, ,953,VICUNA MACKENNA 953,0,0,0,1,1
-70.63021726301622,-33.454252492458536,999,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,VICUNA MACKENNA, ,1004,VICUNA MACKENNA 1004,0,1,0,0,1
-70.626416128201697,-33.467382934274973,1000,2,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,VICUNA MACKENNA,CARLOS DITTBORN,0,VICUNA MACKENNA / CARLOS DITTBORN,0,1,0,2,2
-70.623760716184051,-33.47171225261831,1001,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GUILLERMO MANN,VICUNA MACKENNA,0,GUILLERMO MANN / VICUNA MACKENNA,0,1,0,1,1
-70.623551937671721,-33.471939243301399,1002,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GUILLERMO MANN, ,801,GUILLERMO MANN 801,0,0,0,1,1
-70.623124365796798,-33.47491964692415,1003,1,2013,13129,SAN JOAQUIN,13,REGION METROPOLITANA,DIAGONAL SANTA ELENA,VICUNA MACKENNA,0,DIAGONAL SANTA ELENA / VICUNA MACKENNA,0,0,1,0,1
-70.62302494484527,-33.474923999642847,1004,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,VICUNA MACKENNA,RODRIGO DE ARAYA,0,VICUNA MACKENNA / RODRIGO DE ARAYA,0,0,0,1,1
-70.616602643297313,-33.470792700322804,1005,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GUILLERMO MANN,FRANCISCO MENESES,0,GUILLERMO MANN / FRANCISCO MENESES,0,0,0,1,1
-70.614119876830785,-33.470663922801762,1006,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GUILLERMO MANN,MARATHON,0,GUILLERMO MANN / MARATHON,0,0,0,1,1
-70.614078178864816,-33.471549559864236,1007,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,LOS ALERCES,MARATHON,0,LOS ALERCES / MARATHON,0,1,0,1,1
-70.611877960499442,-33.47052428057107,1008,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GUILLERMO MANN,GASPAR VILLARROEL,0,GUILLERMO MANN / GASPAR VILLARROEL,0,1,0,1,1
-70.628483625518868,-33.454770237556382,1009,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GENERAL BUSTAMANTE,MATTA ORIENTE,0,GENERAL BUSTAMANTE / MATTA ORIENTE,0,0,0,1,1
-70.628384700093818,-33.460408299703225,1010,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,VICUNA MACKENNA, ,1378,VICUNA MACKENNA 1378,0,0,0,1,1
-70.628349738949282,-33.455185861937927,1011,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GENERAL BUSTAMANTE,MANUEL ANTONIO MATTA,0,GENERAL BUSTAMANTE / MANUEL ANTONIO MATTA,0,0,0,1,1
-70.627889341819639,-33.45526868859907,1012,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,MANUEL ANTONIO MATTA,SAN EUGENIO,0,MANUEL ANTONIO MATTA / SAN EUGENIO,0,1,0,0,1
-70.625088542702031,-33.461651367816337,1013,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,SAN EUGENIO, ,1065,SAN EUGENIO 1065,1,0,0,0,1
-70.623315800883461,-33.453157137991489,1014,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,IRARRAZAVAL,ITALIA,0,IRARRAZAVAL / ITALIA,0,0,1,0,1
-70.622255822148418,-33.460111594474483,1015,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA,SALVADOR SUR,0,GRECIA / SALVADOR SUR,0,0,0,1,1
-70.621406370207808,-33.460876682812632,1016,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA,SALVADOR,0,GRECIA / SALVADOR,0,0,0,1,1
-70.620702103918916,-33.455550292411999,1017,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,SALVADOR,JOSE DOMINGO CANAS,0,SALVADOR / JOSE DOMINGO CANAS,0,1,0,0,1
-70.620059065273608,-33.461327173010609,1018,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA,OBISPO ORREGO,0,GRECIA / OBISPO ORREGO,0,0,0,1,1
-70.618464490843564,-33.461593260820287,1019,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA, ,1291,GRECIA 1291,0,1,0,0,1
-70.618381534680054,-33.461544604799649,1020,2,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA,LOS JAZMINES,0,GRECIA / LOS JAZMINES,0,2,0,0,2
-70.6183158607883,-33.457030190690709,1021,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,JOSE MANUEL INFANTE,ALCALDE EDUARDO CASTILLO VELASCO,0,JOSE MANUEL INFANTE / ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,1,1
-70.614027625274673,-33.453139344904798,1022,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,IRARRAZAVAL,DOMINGO FAUSTINO SARMIENTO,0,IRARRAZAVAL / DOMINGO FAUSTINO SARMIENTO,0,1,0,0,1
-70.613635674646616,-33.45317826576435,1023,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,IRARRAZAVAL,MONSENOR EYZAGUIRRE,0,IRARRAZAVAL / MONSENOR EYZAGUIRRE,0,0,0,1,1
-70.611354759214748,-33.454983782475544,1024,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,CARMEN COVARRUBIAS,DUBLE ALMEYDA,0,CARMEN COVARRUBIAS / DUBLE ALMEYDA,0,0,0,1,1
-70.610213496155893,-33.462017677873519,1025,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GRECIA,CAMPOS DE DEPORTES,0,GRECIA / CAMPOS DE DEPORTES,0,1,0,0,1
-70.64891136786531,-33.447058601373328,1026,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SERRANO,TARAPACA,0,SERRANO / TARAPACA,0,0,0,1,1
-70.64558643756402,-33.445191801260599,1027,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTA ROSA,PADRE ALONSO DE OVALLE,0,SANTA ROSA / PADRE ALONSO DE OVALLE,0,0,0,1,1
-70.64442164374384,-33.450498911995162,1028,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTA ROSA,SANTA ISABEL,0,SANTA ROSA / SANTA ISABEL,0,0,0,0,1
-70.644025900674762,-33.446284788711985,1029,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CURICO,SAN ISIDRO,0,CURICO / SAN ISIDRO,0,0,0,4,3
-70.642599836713032,-33.446141363033462,1030,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CURICO,CARMEN,0,CURICO / CARMEN,0,0,0,3,2
-70.63995629934368,-33.450577275320946,1031,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MANUEL ANTONIO TOCORNAL,ARGOMEDO,0,MANUEL ANTONIO TOCORNAL / ARGOMEDO,0,0,0,1,1
-70.639328961062688,-33.452432980497633,1032,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,10 DE JULIO HUAMACHUCO,MANUEL ANTONIO TOCORNAL,0,10 DE JULIO HUAMACHUCO / MANUEL ANTONIO TOCORNAL,0,0,0,1,1
-70.648914069428713,-33.443426023791915,1033,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO O`HIGGINS,ESTADO,0,LIBERTADOR BERNARDO O`HIGGINS / ESTADO,0,0,0,1,1
-70.64828165987069,-33.444441408743955,1034,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LONDRES, ,46,LONDRES 46,0,0,0,0,1
-70.647589693609461,-33.443092364520972,1035,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SAN ANTONIO,LIBERTADOR BERNARDO O`HIGGINS,0,SAN ANTONIO / LIBERTADOR BERNARDO O`HIGGINS,0,0,0,4,2
-70.646444370111567,-33.441572215285476,1036,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MONEDA,ENRIQUE MAC IVER,0,MONEDA / ENRIQUE MAC IVER,0,0,1,0,1
-70.64625705391984,-33.442820378957251,1037,4,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO O`HIGGINS,ENRIQUE MAC IVER,0,LIBERTADOR BERNARDO O`HIGGINS / ENRIQUE MAC IVER,0,1,0,2,4
-70.648342249894881,-33.438228276913385,1038,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MERCED,SAN ANTONIO,0,MERCED / SAN ANTONIO,0,0,0,2,2
-70.648168650163029,-33.439357867671404,1039,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,HUERFANOS,SAN ANTONIO,0,HUERFANOS / SAN ANTONIO,0,0,0,1,1
-70.648029676128601,-33.440541107486062,1040,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,AGUSTINAS,SAN ANTONIO,0,AGUSTINAS / SAN ANTONIO,0,0,0,2,2
-70.646849518290594,-33.439231369032427,1041,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,ENRIQUE MAC IVER,HUERFANOS,0,ENRIQUE MAC IVER / HUERFANOS,0,1,0,0,1
-70.645611194101264,-33.437948915110319,1042,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MERCED,MIRAFLORES,0,MERCED / MIRAFLORES,0,0,0,0,1
-70.645473733625863,-33.438497139131648,1043,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MIRAFLORES, ,350,MIRAFLORES 350,0,0,0,1,1
-70.641209760022377,-33.442965424314821,1044,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIRA,DIAGONAL PARAGUAY,0,LIRA / DIAGONAL PARAGUAY,0,0,0,1,1
-70.640554047231433,-33.44020908857852,1045,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,LIBERTADOR BERNARDO O`HIGGINS,0,PORTUGAL / LIBERTADOR BERNARDO O`HIGGINS,0,1,0,0,1
-70.639766980361799,-33.440858084333058,1046,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,CARABINEROS DE CHILE,0,PORTUGAL / CARABINEROS DE CHILE,0,0,0,1,1
-70.639243699936742,-33.452431400388782,1047,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,10 DE JULIO HUAMACHUCO, ,450,10 DE JULIO HUAMACHUCO 450,0,0,0,1,1
-70.636133575404131,-33.450730092619601,1048,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,RAULI, ,639,RAULI 639,0,0,0,1,1
-70.635960023336395,-33.446115942796496,1049,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,MARIN,0,PORTUGAL / MARIN,0,0,0,1,1
-70.635296856064997,-33.448221931996507,1050,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,SANTA ISABEL,0,PORTUGAL / SANTA ISABEL,0,0,0,1,2
-70.635164879655406,-33.452886119198986,1051,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,COPIAPO,CUEVAS,0,COPIAPO / CUEVAS,0,1,0,0,1
-70.633372368040341,-33.451633615398983,1052,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SAN CAMILO,10 DE JULIO HUAMACHUCO,0,SAN CAMILO / 10 DE JULIO HUAMACHUCO,0,0,0,0,1
-70.632649319410518,-33.44656285279337,1053,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,VICUNA MACKENNA, ,360,VICUNA MACKENNA 360,0,0,0,2,1
-70.631913472528709,-33.448331065626114,1054,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PASSY,VICUNA MACKENNA,0,PASSY / VICUNA MACKENNA,0,1,0,0,1
-70.631838200172751,-33.448471599984302,1055,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,VICUNA MACKENNA, ,576,VICUNA MACKENNA 576,0,1,0,0,1
-70.630901505899715,-33.451949102069371,1056,7,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,VICUNA MACKENNA,IRARRAZAVAL,0,VICUNA MACKENNA / IRARRAZAVAL,0,1,1,6,7
-70.630423166395985,-33.447116990756449,1057,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SANTA ISABEL,GENERAL BUSTAMANTE,0,SANTA ISABEL / GENERAL BUSTAMANTE,0,1,0,1,2
-70.638883186010162,-33.441796820966488,1058,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MARCOLETA,PORTUGAL,0,MARCOLETA / PORTUGAL,0,0,0,1,1
-70.637820011983933,-33.443018486114227,1059,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,DIAGONAL PARAGUAY,0,PORTUGAL / DIAGONAL PARAGUAY,0,0,0,2,3
-70.636884336642765,-33.444554745804858,1060,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTUGAL,CURICO,0,PORTUGAL / CURICO,0,0,0,2,2
-70.636420041851409,-33.442614775951085,1061,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SAN CAMILO,DIAGONAL PARAGUAY,0,SAN CAMILO / DIAGONAL PARAGUAY,0,0,0,1,1
-70.634926078175909,-33.438369834700033,1062,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARABINEROS DE CHILE,VICUNA MACKENNA,0,CARABINEROS DE CHILE / VICUNA MACKENNA,0,0,0,1,1
-70.634439197810707,-33.440054045457778,1063,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,EULOGIA SANCHEZ,VICUNA MACKENNA,0,EULOGIA SANCHEZ / VICUNA MACKENNA,0,1,0,0,1
-70.633896511814555,-33.441864604667742,1064,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,VICUNA MACKENNA,RANCAGUA,0,VICUNA MACKENNA / RANCAGUA,0,1,0,0,1
-70.633477915173614,-33.443292751459296,1065,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,VICUNA MACKENNA,FRANCISCO BILBAO,0,VICUNA MACKENNA / FRANCISCO BILBAO,0,0,0,2,2
-70.632856818187577,-33.445404318254646,1066,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,VICUNA MACKENNA,MARIN,0,VICUNA MACKENNA / MARIN,0,0,0,1,1
-70.632447578992526,-33.441414607298292,1067,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,RAMON CARNICER,RANCAGUA,0,RAMON CARNICER / RANCAGUA,0,0,0,2,2
-70.632112751502234,-33.442789581673829,1068,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,FRANCISCO BILBAO,RAMON CARNICER,0,FRANCISCO BILBAO / RAMON CARNICER,0,1,0,2,2
-70.63099416574812,-33.442732364107272,1069,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,FRANCISCO BILBAO,GENERAL BUSTAMANTE,0,FRANCISCO BILBAO / GENERAL BUSTAMANTE,0,0,1,0,1
-70.630301092421462,-33.4392514059276,1070,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,MARIA LUISA SANTANDER,SEMINARIO,0,MARIA LUISA SANTANDER / SEMINARIO,0,1,0,1,1
-70.629937409283968,-33.440870462601715,1071,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,RANCAGUA,SEMINARIO,0,RANCAGUA / SEMINARIO,0,0,0,1,1
-70.629576908847241,-33.442516530413499,1072,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SEMINARIO,FRANCISCO BILBAO,0,SEMINARIO / FRANCISCO BILBAO,0,0,0,2,1
-70.649044516990841,-33.437148077821533,1073,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MONJITAS, ,844,MONJITAS 844,0,1,0,0,1
-70.648722965292563,-33.435930095397573,1074,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTO DOMINGO,SAN ANTONIO,0,SANTO DOMINGO / SAN ANTONIO,0,0,0,1,1
-70.648545739494239,-33.437044178246197,1075,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SAN ANTONIO,MONJITAS,0,SAN ANTONIO / MONJITAS,0,0,0,2,2
-70.647177120627589,-33.436909057806709,1076,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,ENRIQUE MAC IVER,MONJITAS,0,ENRIQUE MAC IVER / MONJITAS,0,0,0,3,2
-70.646015248704714,-33.43478892676751,1077,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,ISMAEL VALDES VERGARA,MIRAFLORES,0,ISMAEL VALDES VERGARA / MIRAFLORES,0,1,0,0,1
-70.645756073084272,-33.43673854454812,1078,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MONJITAS,MIRAFLORES,0,MONJITAS / MIRAFLORES,0,0,0,2,2
-70.648958333160522,-33.433783091716286,1079,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,ISMAEL VALDES VERGARA,DIAGONAL CERVANTES,0,ISMAEL VALDES VERGARA / DIAGONAL CERVANTES,0,0,0,2,2
-70.648234837567657,-33.431969644783244,1080,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,BELLAVISTA,0,RECOLETA / BELLAVISTA,0,1,0,0,1
-70.648003558017763,-33.433466421538071,1081,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARDENAL JOSE MARIA CARO,ENRIQUE MAC IVER,0,CARDENAL JOSE MARIA CARO / ENRIQUE MAC IVER,0,0,0,2,2
-70.647580510631997,-33.431103636323719,1082,3,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,ANTONIA LOPEZ DE BELLO,0,RECOLETA / ANTONIA LOPEZ DE BELLO,0,0,0,4,3
-70.646624846059751,-33.43308362780715,1083,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,BOMBERO FREDES,SANTA MARIA,0,BOMBERO FREDES / SANTA MARIA,0,1,0,0,1
-70.645440729406118,-33.434086295446157,1084,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,CARDENAL JOSE MARIA CARO,MIRAFLORES,0,CARDENAL JOSE MARIA CARO / MIRAFLORES,0,1,0,0,1
-70.645376999848622,-33.435548399738842,1085,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,SANTO DOMINGO, ,566,SANTO DOMINGO 566,0,0,0,1,1
-70.64502117768518,-33.435504095537517,1086,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,ISMAEL VALDES VERGARA, ,510,ISMAEL VALDES VERGARA 510,0,0,1,0,1
-70.644509150476893,-33.432939233558713,1087,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,BELLAVISTA, ,53,BELLAVISTA 53,0,0,0,2,1
-70.643422783834353,-33.436457573857929,1088,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MONJITAS,JOSE MIGUEL DE LA BARRA,0,MONJITAS / JOSE MIGUEL DE LA BARRA,0,1,1,1,3
-70.643340814227145,-33.437663766169798,1089,2,2013,13101,SANTIAGO,13,REGION METROPOLITANA,VICTORIA SUBERCASEAUX,MERCED,0,VICTORIA SUBERCASEAUX / MERCED,0,2,0,0,2
-70.642316599731259,-33.432426399658581,1090,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,LORETO, ,154,LORETO 154,0,1,0,0,1
-70.648060696443963,-33.428324012643031,1091,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,DAVILA BAEZA, ,700,DAVILA BAEZA 700,0,0,0,0,1
-70.647091046514561,-33.429632448878351,1092,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,SANTA FILOMENA,0,RECOLETA / SANTA FILOMENA,0,0,0,1,1
-70.645174977942816,-33.423234148437146,1093,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,DOCTOR RAIMUNDO CHARLIN,0,RECOLETA / DOCTOR RAIMUNDO CHARLIN,0,0,0,1,1
-70.644543334607192,-33.426984284497117,1094,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,BUENOS AIRES, ,467,BUENOS AIRES 467,0,0,0,1,1
-70.64317177225945,-33.430154106926459,1095,2,2013,13127,RECOLETA,13,REGION METROPOLITANA,SANTA FILOMENA,RIO DE JANEIRO,0,SANTA FILOMENA / RIO DE JANEIRO,0,0,0,3,2
-70.643098360600845,-33.426095232708803,1096,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,MONTEVIDEO,DOMINICA,0,MONTEVIDEO / DOMINICA,0,1,0,0,1
-70.638983214903419,-33.435610790205757,1097,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PURISIMA,CARDENAL JOSE MARIA CARO,0,PURISIMA / CARDENAL JOSE MARIA CARO,0,0,0,1,1
-70.638903785880984,-33.43689243653666,1098,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,MERCED,ESTADOS UNIDOS,0,MERCED / ESTADOS UNIDOS,0,0,0,1,1
-70.638208299673238,-33.430437299841451,1099,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SANTA FILOMENA, ,104,SANTA FILOMENA 104,0,0,0,1,1
-70.637157655001715,-33.433551683563287,1100,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,ERNESTO PINTO LAGARRIGUE,DARDIGNAC,0,ERNESTO PINTO LAGARRIGUE / DARDIGNAC,0,0,0,1,1
-70.636528473110502,-33.437564104200028,1101,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO O`HIGGINS,RAMON CORVALAN MELGAREJO,0,LIBERTADOR BERNARDO O`HIGGINS / RAMON CORVALAN MELGAREJO,0,1,0,1,3
-70.635377067497643,-33.435694479316744,1102,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PIO NONO,SANTA MARIA,0,PIO NONO / SANTA MARIA,0,0,0,2,2
-70.635369133678523,-33.436388884539326,1103,3,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,ANDRES BELLO,PIO NONO,0,ANDRES BELLO / PIO NONO,0,3,1,0,3
-70.635239083616796,-33.437190714679687,1104,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,VICUNA MACKENNA,LIBERTADOR BERNARDO O`HIGGINS,0,VICUNA MACKENNA / LIBERTADOR BERNARDO O`HIGGINS,1,0,0,3,3
-70.634390667695129,-33.434651207287359,1105,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,BELLAVISTA, ,97,BELLAVISTA 97,0,1,0,0,1
-70.632933599605906,-33.436885900264024,1106,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA, ,111,PROVIDENCIA 111,0,0,0,0,1
-70.631018845843016,-33.436204288796844,1107,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SEMINARIO,PROVIDENCIA,0,SEMINARIO / PROVIDENCIA,0,1,0,0,1
-70.639605300244398,-33.42294209989798,1108,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SANTOS DUMONT, ,125,SANTOS DUMONT 125,0,0,0,1,1
-70.629091201197923,-33.452388919113289,1109,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,GENERAL BUSTAMANTE,IRARRAZAVAL,0,GENERAL BUSTAMANTE / IRARRAZAVAL,0,0,0,1,1
-70.628570755435987,-33.446885586200786,1110,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SANTA ISABEL,SEMINARIO,0,SANTA ISABEL / SEMINARIO,0,0,1,0,1
-70.628196582606165,-33.452513711738391,1111,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,SAN EUGENIO,IRARRAZAVAL,0,SAN EUGENIO / IRARRAZAVAL,0,0,1,0,1
-70.627402986658467,-33.446729573610874,1112,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SANTA ISABEL,EMILIO VAISSE,0,SANTA ISABEL / EMILIO VAISSE,0,0,0,1,1
-70.627096947366169,-33.452357361003351,1113,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,IRARRAZAVAL,SEMINARIO,0,IRARRAZAVAL / SEMINARIO,0,0,0,1,1
-70.624663875637339,-33.43979647422789,1114,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SALVADOR,RANCAGUA,0,SALVADOR / RANCAGUA,0,0,0,2,1
-70.624329209125676,-33.440953077022861,1115,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SALVADOR,FRANCISCO BILBAO,0,SALVADOR / FRANCISCO BILBAO,0,0,0,0,1
-70.623440653763112,-33.450568238933023,1116,1,2013,13120,ÑUÑOA,13,REGION METROPOLITANA,SUCRE, ,412,SUCRE 412,0,1,0,0,1
